,tile_name,tile_path,tile_dimensions,NW_coordinates_lonlat_tile,SE_coordinates_lonlat_tile
1140,m_3308133_nw_17_060_20190830,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308133_nw_17_060_20190830.tif,"[11617, 12033, 4]","[-82.00396982315371, 33.50321901600094]","[-81.93308117763803, 33.43478130769724]"
1141,m_3908606_se_16_060_20180812,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908606_se_16_060_20180812.tif,"[11434, 11627, 4]","[-86.31615697406565, 39.94110407014987]","[-86.24577483534576, 39.871890325785124]"
1142,m_3209314_se_15_060_20190901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209314_se_15_060_20190901.tif,"[11744, 11764, 4]","[-93.31542783777681, 32.815847763230444]","[-93.24661168286549, 32.74714861274811]"
1143,m_3211512_ne_11_060_20190305,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3211512_ne_11_060_20190305.tif,"[11438, 11623, 4]","[-115.56517283246984, 32.87713154713147]","[-115.49730649064571, 32.81034550759933]"
1144,m_3909453_sw_15_060_20180922,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909453_sw_15_060_20180922.tif,"[11445, 11871, 4]","[-94.50485666537683, 39.19103173279206]","[-94.43270217955198, 39.121466784537674]"
1145,m_3310153_se_14_060_20181102,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3310153_se_14_060_20181102.tif,"[11515, 11769, 4]","[-101.4408801042725, 33.19012083600779]","[-101.37163164127291, 33.122367028820754]"
1146,m_3108642_ne_16_060_20190918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3108642_ne_16_060_20190918.tif,"[11410, 11540, 4]","[-86.81476286544098, 31.37691524372512]","[-86.74769082383222, 31.31059884518846]"
1147,m_4409261_sw_15_060_20190820,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4409261_sw_15_060_20190820.tif,"[11106, 11530, 4]","[-92.5042858845032, 44.0660070266954]","[-92.43263028846047, 43.996986695872735]"
1148,m_3810444_sw_13_060_20190921,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3810444_sw_13_060_20190921.tif,"[11077, 11280, 4]","[-104.62761154710039, 38.314550231357074]","[-104.55981523285173, 38.247974118526315]"
1149,m_4711722_sw_11_060_20190726,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4711722_sw_11_060_20190726.tif,"[10436, 10777, 4]","[-117.37813037637066, 47.689488969273455]","[-117.30946663711549, 47.62299805250213]"
1150,m_3010043_se_14_060_20180623,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3010043_se_14_060_20180623.tif,"[11535, 11701, 4]","[-100.69019586422829, 30.314698113477196]","[-100.62236547434989, 30.247830103489378]"
1151,m_3708860_nw_16_060_20190918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3708860_nw_16_060_20190918.tif,"[11499, 12042, 4]","[-88.62975205879191, 37.128590796272505]","[-88.55730187259205, 37.05940781803764]"
1152,m_3608659_ne_16_060_20181011,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3608659_ne_16_060_20181011.tif,"[11398, 11640, 4]","[-86.69058241318174, 36.12788815324762]","[-86.62135848771386, 36.06010354300984]"
1153,m_3510659_se_13_060_20180528,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510659_se_13_060_20180528.tif,"[11288, 11534, 4]","[-106.69048965359016, 35.0647604986216]","[-106.62203083145857, 34.99776190975494]"
1154,m_3710304_ne_13_060_20190921,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3710304_ne_13_060_20190921.tif,"[11322, 11630, 4]","[-103.56604750582652, 38.00263895339881]","[-103.49642933621605, 37.93486465654095]"
1155,m_4007936_sw_17_060_20190918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007936_sw_17_060_20190918.tif,"[11534, 11993, 4]","[-79.62986423235299, 40.44150732785549]","[-79.55705965403325, 40.37148938241174]"
1156,m_3807714_ne_18_060_20181025,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3807714_ne_18_060_20181025.tif,"[11503, 12009, 4]","[-77.31754251243362, 38.87897546141604]","[-77.24451246999773, 38.80902280084829]"
1157,m_3609059_nw_15_060_20190815,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609059_nw_15_060_20190815.tif,"[11788, 12372, 4]","[-90.75516525952257, 36.12896107419566]","[-90.68177396368748, 36.059034374332406]"
1158,m_4107219_ne_18_060_20180930,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107219_ne_18_060_20180930.tif,"[11575, 12207, 4]","[-72.69343870019144, 41.75404717312318]","[-72.61899046508836, 41.68345370490403]"
1159,m_4510813_se_12_060_20190831,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4510813_se_12_060_20190831.tif,"[11095, 11820, 4]","[-108.44303087375309, 45.81578555354151]","[-108.36943092700541, 45.7467003678897]"
1160,m_4007560_sw_18_060_20191019,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007560_sw_18_060_20191019.tif,"[11340, 11682, 4]","[-75.6291123189099, 40.06603810947963]","[-75.55794500154214, 39.996954451262596]"
1161,m_3108928_ne_16_060_20181103,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3108928_ne_16_060_20181103.tif,"[11612, 11843, 4]","[-89.56585865481765, 31.62765341627514]","[-89.49671335943056, 31.559856927106125]"
1162,m_3509645_nw_14_060_20190811,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509645_nw_14_060_20190811.tif,"[11880, 12465, 4]","[-96.50528473881747, 35.37908379178385]","[-96.43165434513168, 35.30890925338578]"
1163,m_4208406_ne_16_060_20180706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208406_ne_16_060_20180706.tif,"[11495, 12233, 4]","[-84.31847963718091, 43.00425283902196]","[-84.24343755088762, 42.93373830829476]"
1164,m_3709560_nw_15_060_20190718,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3709560_nw_15_060_20190718.tif,"[11658, 12296, 4]","[-95.63060264516729, 37.12914700995604]","[-95.55645085396092, 37.05884303028199]"
1165,m_3408807_nw_16_060_20181122,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3408807_nw_16_060_20181122.tif,"[11227, 11427, 4]","[-88.25265121724189, 35.00203977890691]","[-88.18491453326054, 34.93548875366845]"
1166,m_3909740_nw_14_060_20190710,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909740_nw_14_060_20190710.tif,"[11514, 12163, 4]","[-97.13020981396738, 39.50378375100889]","[-97.05671351402685, 39.43420942925134]"
1167,m_4208347_se_17_060_20180706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208347_se_17_060_20180706.tif,"[11424, 11888, 4]","[-83.19290357398587, 42.31692959418016]","[-83.1191607154785, 42.24606523204255]"
1168,m_4409316_ne_15_060_20190731,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4409316_ne_15_060_20190731.tif,"[10776, 11132, 4]","[-93.0658618518401, 44.87771157648177]","[-92.99620240293461, 44.81028002837678]"
1169,m_4108145_sw_17_060_20191012,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108145_sw_17_060_20191012.tif,"[10875, 11126, 4]","[-81.50288282340269, 41.3145706905472]","[-81.4347080050164, 41.24793401862518]"
1170,m_4007934_nw_17_060_20190918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007934_nw_17_060_20190918.tif,"[11288, 11874, 4]","[-79.87961195828169, 40.50335891620904]","[-79.80731903742259, 40.43463406168729]"
1171,m_3907527_ne_18_060_20180810,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907527_ne_18_060_20180810.tif,"[11211, 11551, 4]","[-75.6911306828494, 39.62806624350684]","[-75.62092276139055, 39.559925048740276]"
1172,m_3511953_sw_11_060_20180713,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3511953_sw_11_060_20180713.tif,"[11408, 11722, 4]","[-119.5036380837375, 35.19016305863535]","[-119.43391001827632, 35.122302974793044]"
1173,m_3708226_se_17_060_20181030,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3708226_se_17_060_20181030.tif,"[11698, 11953, 4]","[-82.81698031546323, 37.5666837382143]","[-82.74507430426338, 37.49631186630963]"
1174,m_4208615_se_16_060_20180706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208615_se_16_060_20180706.tif,"[11279, 11563, 4]","[-86.19151966519789, 42.816178103271476]","[-86.12040816936384, 42.74681333506386]"
1175,m_3210318_se_13_060_20180506,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210318_se_13_060_20180506.tif,"[11393, 11561, 4]","[-103.81496149429147, 32.6895225886355]","[-103.74748483018084, 32.6230265542455]"
1176,m_3209822_se_14_060_20180821,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209822_se_14_060_20180821.tif,"[11293, 11435, 4]","[-98.31464291817872, 32.689248310604945]","[-98.24784572253458, 32.62328067607515]"
1177,m_4310510_ne_13_060_20190829,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4310510_ne_13_060_20190829.tif,"[10752, 11095, 4]","[-105.81585503092461, 43.87725619283424]","[-105.7467042983891, 43.81024343589453]"
1178,m_4007316_sw_18_060_20190809,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007316_sw_18_060_20190809.tif,"[11242, 11685, 4]","[-73.12915439109558, 40.815374539589044]","[-73.05823468611173, 40.74714376213924]"
1179,m_3909450_nw_15_060_20190714,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909450_nw_15_060_20190714.tif,"[11397, 12025, 4]","[-94.88019264013786, 39.25374604419392]","[-94.8068631892689, 39.18424650809089]"
1180,m_3908460_ne_16_060_20190829,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908460_ne_16_060_20190829.tif,"[11458, 11919, 4]","[-84.56702529733549, 39.12816695066698]","[-84.49543326189385, 39.059344165799146]"
1181,m_4008036_sw_17_060_20180701,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008036_sw_17_060_20180701.tif,"[11233, 11560, 4]","[-80.62889358890662, 40.44043097930539]","[-80.55853720126353, 40.372064948852305]"
1182,m_3408229_nw_17_060_20190906,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3408229_nw_17_060_20190906.tif,"[11633, 12108, 4]","[-82.50442959523147, 34.62849554548712]","[-82.43261263790241, 34.559496218845375]"
1183,m_3009347_se_15_060_20190901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009347_se_15_060_20190901.tif,"[11857, 11835, 4]","[-93.19023845337959, 30.315776500816394]","[-93.1217996270432, 30.247210443266606]"
1184,m_4109550_nw_15_060_20190729,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4109550_nw_15_060_20190729.tif,"[11402, 12220, 4]","[-95.88140274886082, 41.254336021616986]","[-95.80565640068916, 41.18366050680357]"
1185,m_3209524_se_15_060_20181120,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209524_se_15_060_20181120.tif,"[11480, 11700, 4]","[-95.06559887619572, 32.68992239108895]","[-94.9969666365764, 32.62258078252496]"
1186,m_4108750_sw_16_060_20190809,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108750_sw_16_060_20190809.tif,"[11301, 11701, 4]","[-87.8794453598144, 41.19118213901772]","[-87.80761490540345, 41.121807426637915]"
1187,m_2909006_sw_15_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909006_sw_15_060_20190707.tif,"[12345, 12626, 4]","[-90.379820976157, 29.94203070646288]","[-90.30713329905863, 29.870960869939925]"
1188,m_4811222_sw_12_060_20190730,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4811222_sw_12_060_20190730.tif,"[10475, 11042, 4]","[-112.37945543135046, 48.69007561232439]","[-112.30812616977484, 48.622409396787475]"
1189,m_3209656_sw_14_060_20181115,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209656_sw_14_060_20181115.tif,"[11747, 12019, 4]","[-96.12859618803003, 32.19036790295496]","[-96.05880867170613, 32.122159867779345]"
1190,m_3908437_ne_16_060_20191013,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908437_ne_16_060_20191013.tif,"[11469, 11963, 4]","[-84.44221453980072, 39.503274235826225]","[-84.37023981014507, 39.43427187838675]"
1191,m_3907515_nw_18_060_20191019,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907515_nw_18_060_20191019.tif,"[11111, 11566, 4]","[-75.2537395693199, 39.8778215841286]","[-75.18331679754203, 39.81016944453049]"
1192,m_4509417_nw_15_060_20190730,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4509417_nw_15_060_20190730.tif,"[10928, 11799, 4]","[-95.00616034131978, 45.75384279122433]","[-94.93091517209754, 45.68415267729897]"
1193,m_3110337_sw_13_060_20181106,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110337_sw_13_060_20181106.tif,"[11507, 11679, 4]","[-103.50261711778369, 31.43963608442923]","[-103.43485963254027, 31.372876568655055]"
1194,m_4208337_nw_17_060_20180707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4208337_nw_17_060_20180707.tif,"[11254, 12070, 4]","[-83.5062166885344, 42.504130318159056]","[-83.43085210686553, 42.433861228961966]"
1195,m_3408807_nw_16_060_20191012,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3408807_nw_16_060_20191012.tif,"[11372, 11603, 4]","[-88.25318371593484, 35.002477659465356]","[-88.1843866028501, 34.93505032168854]"
1196,m_3209926_se_14_060_20181028,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209926_se_14_060_20181028.tif,"[11289, 11419, 4]","[-99.81468451742177, 32.56429826763201]","[-99.74786931243443, 32.49824378927354]"
1197,m_4709707_ne_14_060_20190714,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4709707_ne_14_060_20190714.tif,"[10777, 11450, 4]","[-97.19239446014286, 48.002847193875]","[-97.11995392306572, 47.934664887337895]"
1198,m_4109557_ne_15_060_20180911,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4109557_ne_15_060_20180911.tif,"[11097, 11618, 4]","[-95.94213070470796, 41.127995472891534]","[-95.87040930790565, 41.0594906421333]"
1199,m_3207909_ne_17_060_20190701,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3207909_ne_17_060_20190701.tif,"[11725, 11973, 4]","[-79.94097192486839, 32.87826992130672]","[-79.87097609060494, 32.80972405086697]"
1200,m_3909914_sw_14_060_20190711,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909914_sw_14_060_20190711.tif,"[11318, 11625, 4]","[-99.37885464667181, 39.81589549208686]","[-99.30819928466826, 39.7471061999504]"
1201,m_3311231_sw_12_060_20190614,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3311231_sw_12_060_20190614.tif,"[11838, 12109, 4]","[-112.25416846547992, 33.56634815293649]","[-112.1828687060711, 33.49664421734662]"
1202,m_3308715_se_16_060_20191017,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308715_se_16_060_20191017.tif,"[11266, 11402, 4]","[-87.18977890164402, 33.814378053857595]","[-87.12271891358088, 33.748118009516645]"
1203,m_3807520_sw_18_060_20180815,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3807520_sw_18_060_20180815.tif,"[11429, 11743, 4]","[-75.62901073484741, 38.69103613913091]","[-75.55803786498089, 38.6219611981639]"
1204,m_3108938_se_16_060_20181028,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3108938_se_16_060_20181028.tif,"[11586, 11793, 4]","[-89.31566097486292, 31.440029812055197]","[-89.24689214328058, 31.37246816739089]"
1205,m_2909019_sw_15_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909019_sw_15_060_20190707.tif,"[12282, 12538, 4]","[-90.7545488383989, 29.6918379279041]","[-90.68239748088227, 29.621159869224854]"
1206,m_3809846_nw_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809846_nw_14_060_20190712.tif,"[11312, 11791, 4]","[-98.37898143557582, 38.37806991476814]","[-98.30795176503116, 38.30992601285713]"
1207,m_2909305_ne_15_060_20190706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909305_ne_15_060_20190706.tif,"[11726, 11887, 4]","[-93.44038647783144, 30.002899778538996]","[-93.37164795000953, 29.935092337960853]"
1208,m_3411762_nw_11_060_20180822,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3411762_nw_11_060_20180822.tif,"[11135, 11261, 4]","[-117.3769581593156, 34.12655283624238]","[-117.31061481454239, 34.060951877032345]"
1209,m_3209344_nw_15_060_20190813,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209344_nw_15_060_20190813.tif,"[11620, 11993, 4]","[-93.62862615340151, 32.37800904282231]","[-93.55841199203716, 32.30997882760447]"
1210,m_3907506_se_18_060_20191019,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907506_se_18_060_20191019.tif,"[11322, 11458, 4]","[-75.3158025337147, 39.94085720782844]","[-75.24625644184357, 39.872136660907515]"
1211,m_4109541_ne_15_060_20190729,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4109541_ne_15_060_20190729.tif,"[11415, 12094, 4]","[-95.94348520799184, 41.37934771217271]","[-95.86857812935672, 41.308646530039134]"
1212,m_4008546_sw_16_060_20180708,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008546_sw_16_060_20180708.tif,"[11596, 12084, 4]","[-85.3800946195838, 40.31664818122279]","[-85.30683578525247, 40.24634807495185]"
1213,m_3308455_sw_16_060_20191004,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308455_sw_16_060_20191004.tif,"[11825, 12150, 4]","[-84.25417229239811, 33.19074292868138]","[-84.1832822421604, 33.12174927043703]"
1214,m_4007536_ne_18_060_20191019,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007536_ne_18_060_20191019.tif,"[11136, 11478, 4]","[-75.56607512368282, 40.50299958049447]","[-75.4959837533223, 40.4349968438068]"
1215,m_3509731_se_14_060_20190711,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509731_se_14_060_20190711.tif,"[11922, 12128, 4]","[-97.19177679601148, 35.566693626437825]","[-97.12016601428599, 35.49629928909557]"
1216,m_3712106_nw_10_060_20180714,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3712106_nw_10_060_20180714.tif,"[11219, 11514, 4]","[-121.37814905520672, 38.00230185772884]","[-121.30927548449306, 37.93519304888094]"
1217,m_3909345_nw_15_060_20180713,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909345_nw_15_060_20180713.tif,"[11283, 11597, 4]","[-93.50395070189329, 39.37796773299374]","[-93.43361073734307, 39.30953245530699]"
1218,m_4007416_ne_18_060_20190917,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007416_ne_18_060_20190917.tif,"[11051, 11361, 4]","[-74.06575587217003, 40.87737619797757]","[-73.99661498518873, 40.81012207815861]"
1219,m_3508049_nw_17_060_20181103,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3508049_nw_17_060_20181103.tif,"[11470, 11672, 4]","[-81.00329701953545, 35.25272121447619]","[-80.93415437207105, 35.18477527807235]"
1220,m_3908004_ne_17_060_20190825,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908004_ne_17_060_20190825.tif,"[11190, 11515, 4]","[-80.56591396230557, 40.00295919214447]","[-80.49601359722074, 39.935031870194315]"
1221,m_3311710_sw_11_060_20180822,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3311710_sw_11_060_20180822.tif,"[11233, 11389, 4]","[-117.87729433575309, 33.81431722925885]","[-117.81023697133023, 33.74817845886916]"
1222,m_3110329_sw_13_060_20181106,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110329_sw_13_060_20181106.tif,"[11510, 11689, 4]","[-103.50264999121167, 31.56466896198427]","[-103.434795594956, 31.497853745821836]"
1223,m_4409315_nw_15_060_20190727,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4409315_nw_15_060_20190727.tif,"[10775, 11320, 4]","[-93.25407496954941, 44.87782387406596]","[-93.18299935833919, 44.810170491684225]"
1224,m_3511863_se_11_060_20180805,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3511863_se_11_060_20180805.tif,"[11209, 11413, 4]","[-118.19010954256797, 35.06447176539443]","[-118.1224375864748, 34.99800950778032]"
1225,m_3109243_ne_15_060_20190901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3109243_ne_15_060_20190901.tif,"[11658, 11833, 4]","[-92.69036368562936, 31.377876728893217]","[-92.62158382781482, 31.310114152613288]"
1226,m_4108840_se_16_060_20190809,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108840_se_16_060_20190809.tif,"[11330, 11603, 4]","[-88.0666537203544, 41.44128486709103]","[-87.99540202266859, 41.37170975218993]"
1227,m_4610910_se_12_060_20190903,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4610910_se_12_060_20190903.tif,"[10724, 11224, 4]","[-109.816544626187, 46.81501799431322]","[-109.74588962324454, 46.74751076838861]"
1228,m_4509564_nw_15_060_20190730,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4509564_nw_15_060_20190730.tif,"[10995, 11861, 4]","[-95.13120876566033, 45.12891448218269]","[-95.05586568319715, 45.059072842334444]"
1229,m_4810212_ne_13_060_20190720,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810212_ne_13_060_20190720.tif,"[10863, 11711, 4]","[-102.56835546190433, 48.878211425250456]","[-102.4940507138193, 48.80928758462709]"
1230,m_3507818_nw_17_060_20181121,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3507818_nw_17_060_20181121.tif,"[11881, 12282, 4]","[-78.88004239513748, 35.75388281210761]","[-78.80740290917917, 35.683615155305674]"
1231,m_3610717_sw_13_060_20180508,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3610717_sw_13_060_20180508.tif,"[11401, 11791, 4]","[-108.00421001595652, 36.69048749483138]","[-107.93340339697131, 36.622023079527615]"
1232,m_3508957_nw_16_060_20180803,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3508957_nw_16_060_20180803.tif,"[11845, 12452, 4]","[-90.00565368494718, 35.12931993888187]","[-89.9313936473625, 35.05868016013696]"
1233,m_4611956_nw_11_060_20190730,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4611956_nw_11_060_20190730.tif,"[10742, 11381, 4]","[-119.13007865138454, 46.25300958312717]","[-119.05748382846785, 46.18449104244632]"
1234,m_3210415_sw_13_060_20180614,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210415_sw_13_060_20180614.tif,"[11303, 11444, 4]","[-104.25213935762231, 32.81429253789395]","[-104.18526138928874, 32.74823863611067]"
1235,m_2709723_ne_14_060_20180517,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2709723_ne_14_060_20180517.tif,"[11727, 11856, 4]","[-97.19007566656012, 27.75222803206803]","[-97.12235247473464, 27.68524176911184]"
1236,m_3009759_se_14_060_20181101,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009759_se_14_060_20181101.tif,"[11535, 11680, 4]","[-97.68995303982996, 30.064508327467603]","[-97.62256541960926, 29.9979573546424]"
1237,m_3209449_se_15_060_20181120,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209449_se_15_060_20181120.tif,"[11481, 11681, 4]","[-94.94044179822522, 32.189829567797595]","[-94.87210412331714, 32.12266205855575]"
1238,m_3612054_sw_10_060_20180708,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3612054_sw_10_060_20180708.tif,"[11508, 11868, 4]","[-120.37884436156479, 36.190298034134116]","[-120.30863794659777, 36.12222141687403]"
1239,m_3809757_se_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809757_se_14_060_20190712.tif,"[11626, 11821, 4]","[-97.94136179320466, 38.06630630399357]","[-97.87057573122632, 37.99668803237782]"
1240,m_3309131_nw_15_060_20190812,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3309131_nw_15_060_20190812.tif,"[11815, 12292, 4]","[-91.25452983993678, 33.62865254591119]","[-91.18241641377651, 33.55933776138125]"
1241,m_3209834_ne_14_060_20181126,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209834_ne_14_060_20181126.tif,"[11214, 11319, 4]","[-98.81428473312936, 32.50149163200207]","[-98.74817533766793, 32.435995550423264]"
