,tile_name,tile_path,tile_dimensions,NW_coordinates_lonlat_tile,SE_coordinates_lonlat_tile
1242,m_3309741_se_14_060_20181115,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3309741_se_14_060_20181115.tif,"[11348, 11507, 4]","[-97.93991552010621, 33.314465599047736]","[-97.87255352370408, 33.24803446979561]"
1243,m_3210219_se_13_060_20181026,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210219_se_13_060_20181026.tif,"[11615, 11863, 4]","[-102.69079413894968, 32.69007210903941]","[-102.62168840459334, 32.62241117506415]"
1244,m_3411863_se_11_060_20180723,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3411863_se_11_060_20180723.tif,"[11267, 11453, 4]","[-118.19005606478898, 34.06450686869032]","[-118.12249671180273, 33.99804479475188]"
1245,m_3908043_sw_17_060_20180701,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908043_sw_17_060_20180701.tif,"[11277, 11567, 4]","[-80.75370532085573, 39.31536292606303]","[-80.68372797955415, 39.2471401610175]"
1246,m_2908901_ne_16_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2908901_ne_16_060_20190707.tif,"[12123, 12415, 4]","[-89.9420020706497, 30.004133818042856]","[-89.87003546996952, 29.933860003523343]"
1247,m_3311807_sw_11_060_20180723,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3311807_sw_11_060_20180723.tif,"[11288, 11472, 4]","[-118.25258408573927, 33.93952280932355]","[-118.18495035547186, 33.872973954513306]"
1248,m_3908615_sw_16_060_20180812,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908615_sw_16_060_20180812.tif,"[11436, 11798, 4]","[-86.25420426635691, 39.81614208565393]","[-86.18271700932168, 39.74684846997216]"
1249,m_3210149_nw_14_060_20181113,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210149_nw_14_060_20181113.tif,"[11644, 11925, 4]","[-102.00372644423341, 32.25287543005775]","[-101.93384524632923, 32.1846410466966]"
1250,m_3909460_se_15_060_20180922,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909460_se_15_060_20180922.tif,"[11463, 11892, 4]","[-94.56740047212725, 39.066067741165185]","[-94.49515919991529, 38.99643276832073]"
1251,m_4008039_nw_17_060_20190825,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008039_nw_17_060_20190825.tif,"[11207, 11743, 4]","[-80.25424702749459, 40.50314686638388]","[-80.18268367953189, 40.434850249345054]"
1252,m_3710833_ne_12_060_20190830,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3710833_ne_12_060_20190830.tif,"[11479, 11845, 4]","[-108.94150929954374, 37.50297783795676]","[-108.8708832270979, 37.43453423279522]"
1253,m_3509934_sw_14_060_20190705,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509934_sw_14_060_20190705.tif,"[11669, 11945, 4]","[-99.87900754350214, 35.44115875738836]","[-99.8080396101647, 35.371830739456236]"
1254,m_3009156_se_15_060_20190831,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009156_se_15_060_20190831.tif,"[12208, 12289, 4]","[-91.06638807858124, 30.19167725266451]","[-90.99555883362882, 30.121314899707624]"
1255,m_4108832_ne_16_060_20190809,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108832_ne_16_060_20190809.tif,"[11132, 11566, 4]","[-88.06665500497103, 41.62828586989495]","[-87.99540622006545, 41.5597108396499]"
1256,m_3409613_ne_14_060_20190811,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3409613_ne_14_060_20190811.tif,"[11928, 12340, 4]","[-96.44227421624795, 34.87908857763686]","[-96.3696640386276, 34.80890285849609]"
1257,m_3111034_sw_12_060_20190615,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3111034_sw_12_060_20190615.tif,"[11790, 11955, 4]","[-110.87823653577696, 31.44077958102061]","[-110.80871213416492, 31.372214818547437]"
1258,m_4009207_ne_15_060_20190804,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4009207_ne_15_060_20190804.tif,"[11208, 11604, 4]","[-92.19135005403047, 41.00317522376899]","[-92.12057790498613, 40.93481846479805]"
1259,m_3809206_se_15_060_20181023,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809206_se_15_060_20181023.tif,"[11393, 11728, 4]","[-92.31658907129548, 38.94060624547303]","[-92.24585352997403, 38.871891374940574]"
1260,m_2809505_se_15_060_20181210,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2809505_se_15_060_20181210.tif,"[11715, 11903, 4]","[-95.44056954050309, 28.940000061870016]","[-95.3719542021773, 28.872468548414446]"
1261,m_4109541_nw_15_060_20180702,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4109541_nw_15_060_20180702.tif,"[11080, 11628, 4]","[-96.00474268170275, 41.378017967233795]","[-95.93281482697182, 41.3094801928669]"
1262,m_4108147_sw_17_060_20191012,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108147_sw_17_060_20191012.tif,"[10845, 11061, 4]","[-81.25263497027676, 41.31443365651552]","[-81.18492765229492, 41.24804865143459]"
1263,m_2909314_sw_15_060_20190726,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909314_sw_15_060_20190726.tif,"[11901, 12056, 4]","[-93.37834547902035, 29.8158729941659]","[-93.30869355377486, 29.747116634943882]"
1264,m_3209661_nw_14_060_20181114,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209661_nw_14_060_20181114.tif,"[11682, 11929, 4]","[-96.50336892055347, 32.12767564255385]","[-96.43407352265137, 32.059815184564705]"
1265,m_3308305_ne_17_060_20191011,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308305_ne_17_060_20191011.tif,"[11614, 11924, 4]","[-83.44149258427723, 34.00307591856898]","[-83.3710121633416, 33.93442800040029]"
1266,m_3008837_sw_16_060_20181204,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3008837_sw_16_060_20181204.tif,"[11507, 11649, 4]","[-88.50255041643993, 30.439617444993985]","[-88.43500246531977, 30.372892966492223]"
1267,m_3110337_ne_13_060_20181106,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110337_ne_13_060_20181106.tif,"[11520, 11693, 4]","[-103.44013752658441, 31.502162864920603]","[-103.37228898602804, 31.435318241360147]"
1268,m_4009938_sw_14_060_20180802,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4009938_sw_14_060_20180802.tif,"[10778, 10966, 4]","[-99.37716593284269, 40.439086042829764]","[-99.31036879977272, 40.37343417752241]"
1269,m_4108719_sw_16_060_20190802,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108719_sw_16_060_20190802.tif,"[11248, 11644, 4]","[-87.75435974635941, 41.69111187095959]","[-87.68269538039101, 41.621884942844275]"
1270,m_3809503_sw_15_060_20190719,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809503_sw_15_060_20190719.tif,"[11737, 12300, 4]","[-95.7559858280695, 38.94223958362475]","[-95.68106672646812, 38.87074998476355]"
1271,m_3910410_se_13_060_20190912,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3910410_se_13_060_20190912.tif,"[10955, 11143, 4]","[-104.8149900348032, 39.81444953719199]","[-104.74745427680136, 39.74805331630237]"
1272,m_3909460_nw_15_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909460_nw_15_060_20190712.tif,"[11368, 11963, 4]","[-94.62994904284719, 39.12860652297436]","[-94.55710978936266, 39.05939035558106]"
1273,m_3209708_sw_14_060_20181120,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209708_sw_14_060_20181120.tif,"[11519, 11735, 4]","[-97.12797775039607, 32.93984706022084]","[-97.05949063134756, 32.87262065514151]"
1274,m_3010109_ne_14_060_20190105,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3010109_ne_14_060_20190105.tif,"[11707, 11953, 4]","[-101.94105626137332, 30.87781016640803]","[-101.87149786788326, 30.80968344667957]"
1275,m_3209309_nw_15_060_20190813,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209309_nw_15_060_20190813.tif,"[11653, 12057, 4]","[-94.0039254785139, 32.87821346778545]","[-93.93311984964056, 32.80978055573899]"
1276,m_4609601_se_14_060_20190702,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4609601_se_14_060_20190702.tif,"[10910, 11587, 4]","[-96.94257417773233, 46.94051602840333]","[-96.86981136747349, 46.87200493768059]"
1277,m_3809845_se_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809845_se_14_060_20190712.tif,"[11506, 11649, 4]","[-98.44092854550937, 38.316030000102494]","[-98.37100576862542, 38.246965650166906]"
1278,m_3009346_se_15_060_20190901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009346_se_15_060_20190901.tif,"[11876, 11862, 4]","[-93.31532292608543, 30.315838570658897]","[-93.24671612292393, 30.247150788217045]"
1279,m_4209761_ne_14_060_20180829,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4209761_ne_14_060_20180829.tif,"[10956, 11347, 4]","[-97.44090708184436, 42.127251765161496]","[-97.37151851104824, 42.06025442750315]"
1280,m_3510141_se_14_060_20180922,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510141_se_14_060_20180922.tif,"[11475, 11826, 4]","[-101.94150518874113, 35.31544076108529]","[-101.87105632791521, 35.247083025007775]"
1281,m_4709708_sw_14_060_20190722,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4709708_sw_14_060_20190722.tif,"[10799, 11481, 4]","[-97.12997503942026, 47.94040871326467]","[-97.05738512760432, 47.87213119864895]"
1282,m_3210849_nw_12_060_20180610,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210849_nw_12_060_20180610.tif,"[11576, 11793, 4]","[-109.0030165391644, 32.25242062133103]","[-108.93441229791354, 32.18507885636505]"
1283,m_2909005_ne_15_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909005_ne_15_060_20190707.tif,"[12148, 12427, 4]","[-90.44176226603149, 30.003979221508732]","[-90.37019304103373, 29.93401693468692]"
1284,m_3708944_se_16_060_20180917,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3708944_se_16_060_20180917.tif,"[11733, 12216, 4]","[-89.56809115077839, 37.31660843259896]","[-89.49446056149985, 37.245889310747486]"
1285,m_3809734_sw_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809734_sw_14_060_20190712.tif,"[11601, 11975, 4]","[-97.87944746887892, 38.44135190657407]","[-97.80748999509046, 38.37164197706462]"
1286,m_3310102_sw_14_060_20180924,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3310102_sw_14_060_20180924.tif,"[11537, 11854, 4]","[-101.87879708406939, 33.94034686026695]","[-101.80871929154256, 33.87214324813589]"
1287,m_3707941_se_17_060_20181018,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3707941_se_17_060_20181018.tif,"[11669, 11846, 4]","[-79.94129722109479, 37.31629981216489]","[-79.87063445637774, 37.246692962125344]"
1288,m_3609657_sw_14_060_20190624,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609657_sw_14_060_20190624.tif,"[11923, 12325, 4]","[-97.00498026990977, 36.06681893617529]","[-96.93195493801922, 35.996175637992955]"
1289,m_3409223_nw_15_060_20190817,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3409223_nw_15_060_20190817.tif,"[11550, 11975, 4]","[-92.25385519374053, 34.75312363764158]","[-92.1830873519727, 34.68486759917685]"
1290,m_4810262_nw_13_060_20190715,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810262_nw_13_060_20190715.tif,"[10946, 11809, 4]","[-102.38097886138692, 48.12829001555257]","[-102.306433740679, 48.05919310276902]"
1291,m_4810123_nw_14_060_20190714,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810123_nw_14_060_20190714.tif,"[10547, 11317, 4]","[-101.25560746877076, 48.75307501024694]","[-101.18198559184496, 48.68446275202323]"
1292,m_4207252_sw_18_060_20181107,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4207252_sw_18_060_20181107.tif,"[11562, 12220, 4]","[-72.63106148437245, 42.19158370861572]","[-72.55636753063017, 42.12091206615606]"
1293,m_4007536_se_18_060_20191019,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007536_se_18_060_20191019.tif,"[11326, 11505, 4]","[-75.56607826418656, 40.440999552776496]","[-75.49598267128701, 40.37199463365381]"
1294,m_3308642_sw_16_060_20190917,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308642_sw_16_060_20190917.tif,"[11300, 11435, 4]","[-86.87725332809211, 33.31438831796385]","[-86.8101939115906, 33.24812066473221]"
1295,m_3608651_se_16_060_20181011,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3608651_se_16_060_20181011.tif,"[11579, 11656, 4]","[-86.69058599709363, 36.19088600489811]","[-86.62134923267126, 36.122106660540986]"
1296,m_3510037_ne_14_060_20180929,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510037_ne_14_060_20180929.tif,"[11228, 11446, 4]","[-100.44030159124985, 35.50213876245542]","[-100.37225085347599, 35.43538422921058]"
1297,m_3611556_ne_11_060_20190706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3611556_ne_11_060_20190706.tif,"[11516, 11842, 4]","[-115.0663220724408, 36.252894296727284]","[-114.9961249576788, 36.18462981091659]"
1298,m_3509655_se_14_060_20190819,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509655_se_14_060_20190819.tif,"[12150, 12437, 4]","[-96.1925448758473, 35.19222600343302]","[-96.11939506633584, 35.1207643569426]"
1299,m_2508037_ne_17_060_20191126,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2508037_ne_17_060_20191126.tif,"[11748, 11831, 4]","[-80.43976950354299, 25.502051186230023]","[-80.37266247954433, 25.43541498919602]"
1300,m_3511917_sw_11_060_20180714,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3511917_sw_11_060_20180714.tif,"[11466, 11823, 4]","[-120.0040721672781, 35.69047490322497]","[-119.93348839407767, 35.62202261429392]"
1301,m_4109120_se_15_060_20190708,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4109120_se_15_060_20190708.tif,"[11488, 11834, 4]","[-91.56705509066292, 41.6915350488604]","[-91.49486663922566, 41.621457406533025]"
1302,m_4108720_se_16_060_20180707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108720_se_16_060_20180707.tif,"[11242, 11451, 4]","[-87.56617249549224, 41.690996360944894]","[-87.49589024401024, 41.62199699073449]"
1303,m_3908614_sw_16_060_20180903,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908614_sw_16_060_20180903.tif,"[11410, 11754, 4]","[-86.37908610194869, 39.816073569067655]","[-86.30784499191074, 39.7469176238262]"
1304,m_3609828_ne_14_060_20190626,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609828_ne_14_060_20190626.tif,"[11394, 11657, 4]","[-98.56571242022031, 36.6279569525695]","[-98.49622498796842, 36.56003739906523]"
1305,m_4108728_ne_16_060_20190802,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108728_ne_16_060_20190802.tif,"[11061, 11427, 4]","[-87.56615398550902, 41.62799842599853]","[-87.49590314124865, 41.559997871340755]"
1306,m_3609764_se_14_060_20190624,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609764_se_14_060_20190624.tif,"[11923, 12154, 4]","[-97.06692586834185, 36.06677063057433]","[-96.99500844962557, 35.99622019315678]"
1307,m_3909948_se_14_060_20190709,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909948_se_14_060_20190709.tif,"[11325, 11419, 4]","[-99.0655286531535, 39.31571587630823]","[-98.99652096259662, 39.2472762995114]"
1308,m_2809839_ne_14_060_20181103,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2809839_ne_14_060_20181103.tif,"[11513, 11618, 4]","[-98.18952492892798, 28.50174837454105]","[-98.12288118472718, 28.43570698836221]"
1309,m_4110051_sw_14_060_20180913,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4110051_sw_14_060_20180913.tif,"[10925, 11299, 4]","[-100.75352704760121, 41.18982593381994]","[-100.68404047070656, 41.122639585262924]"
1310,m_4108144_se_17_060_20191012,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108144_se_17_060_20191012.tif,"[10876, 11154, 4]","[-81.56546237142993, 41.31458795057783]","[-81.49708234474564, 41.247912366412876]"
1311,m_3409223_ne_15_060_20190817,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3409223_ne_15_060_20190817.tif,"[11575, 11839, 4]","[-92.1909028128451, 34.75314841046734]","[-92.12104123486758, 34.68484482003721]"
1312,m_3610005_se_14_060_20190621,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3610005_se_14_060_20190621.tif,"[11679, 11878, 4]","[-100.44159107119312, 36.94146971719044]","[-100.37045646431798, 36.87152697583421]"
1313,m_4008035_se_17_060_20180701,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008035_se_17_060_20180701.tif,"[11220, 11539, 4]","[-80.69133575797586, 40.44039871238896]","[-80.62109648497044, 40.3721013988296]"
1314,m_3708701_sw_16_060_20180905,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3708701_sw_16_060_20180905.tif,"[11534, 11874, 4]","[-88.00429735100694, 37.9412434483375]","[-87.93275675224034, 37.871751514910805]"
1315,m_3409028_sw_15_060_20190816,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3409028_sw_15_060_20190816.tif,"[12082, 12473, 4]","[-90.63012660692499, 34.56700351752102]","[-90.55681302291627, 34.49598833083009]"
1316,m_4308463_sw_16_060_20180706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4308463_sw_16_060_20180706.tif,"[11675, 12434, 4]","[-84.25659866317082, 43.06730919533383]","[-84.18031609602934, 42.99568346632155]"
1317,m_4110242_nw_13_060_20180915,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4110242_nw_13_060_20180915.tif,"[11125, 11579, 4]","[-102.87891336070832, 41.377572091668725]","[-102.80850383597085, 41.30992348628096]"
1318,m_4009560_nw_15_060_20180803,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4009560_nw_15_060_20180803.tif,"[11115, 11577, 4]","[-95.62922972003891, 40.127818624972825]","[-95.55828880201591, 40.059708970264154]"
1319,m_3309663_sw_14_060_20181127,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3309663_sw_14_060_20181127.tif,"[11681, 11971, 4]","[-96.25361132793377, 33.06528293805632]","[-96.18381899524907, 32.997181480599565]"
1320,m_3510121_se_14_060_20180913,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510121_se_14_060_20180913.tif,"[11373, 11693, 4]","[-101.441150936807, 35.69018035070007]","[-101.37141046646559, 35.622348617145285]"
1321,m_3308406_se_16_060_20190910,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308406_se_16_060_20190910.tif,"[11781, 12113, 4]","[-84.31668608001864, 33.9407157400412]","[-84.24576938300851, 33.8717429287153]"
1322,m_4107341_sw_18_060_20190917,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107341_sw_18_060_20190917.tif,"[11030, 11373, 4]","[-74.00340776767828, 41.314907306949294]","[-73.93402321526261, 41.247615517590134]"
