,root,state,resolution,year,capture_date,utm_zone,standard_tile_name,six_digit_chip_name,NW_pixel_coordinates,SE_pixel_coordinates,row_indicies,col_indicies
5486,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190806,15,m_4409349_se_15_060_20190806,mn_60cm_2019_44093_m_4409349_se_15_060_20190806_000108.jpg,"[2048, 3584]","[2559, 4095]",7,4
5487,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190806,15,m_4409349_se_15_060_20190806,mn_60cm_2019_44093_m_4409349_se_15_060_20190806_000241.jpg,"[4608, 7680]","[5119, 8191]",15,9
5488,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,nd,060cm,2018,20181019,14,m_4810154_ne_14_060_20181019,nd_060cm_2018_48101_m_4810154_ne_14_060_20181019_000091.jpg,"[1536, 7680]","[2047, 8191]",15,3
5489,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,nd,060cm,2018,20181019,14,m_4810154_ne_14_060_20181019,nd_060cm_2018_48101_m_4810154_ne_14_060_20181019_000116.jpg,"[2048, 7680]","[2559, 8191]",15,4
5490,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,nd,060cm,2018,20181019,14,m_4810154_ne_14_060_20181019,nd_060cm_2018_48101_m_4810154_ne_14_060_20181019_000136.jpg,"[2560, 5120]","[3071, 5631]",10,5
5491,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,nd,060cm,2018,20181019,14,m_4810154_ne_14_060_20181019,nd_060cm_2018_48101_m_4810154_ne_14_060_20181019_000139.jpg,"[2560, 6656]","[3071, 7167]",13,5
5492,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,nd,060cm,2018,20181019,14,m_4810154_ne_14_060_20181019,nd_060cm_2018_48101_m_4810154_ne_14_060_20181019_000283.jpg,"[5632, 3584]","[6143, 4095]",7,11
5493,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,nd,060cm,2018,20181019,14,m_4810154_ne_14_060_20181019,nd_060cm_2018_48101_m_4810154_ne_14_060_20181019_000289.jpg,"[5632, 6656]","[6143, 7167]",13,11
5494,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,nd,060cm,2018,20181019,14,m_4810154_ne_14_060_20181019,nd_060cm_2018_48101_m_4810154_ne_14_060_20181019_000290.jpg,"[5632, 7168]","[6143, 7679]",14,11
5495,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,nd,060cm,2018,20181019,14,m_4810154_ne_14_060_20181019,nd_060cm_2018_48101_m_4810154_ne_14_060_20181019_000308.jpg,"[6144, 3584]","[6655, 4095]",7,12
5496,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ri,060cm,2018,20180827,19,m_4107114_nw_19_060_20180827,ri_060cm_2018_41071_m_4107114_nw_19_060_20180827_000108.jpg,"[2048, 1536]","[2559, 2047]",3,4
5497,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ri,060cm,2018,20180827,19,m_4107114_nw_19_060_20180827,ri_060cm_2018_41071_m_4107114_nw_19_060_20180827_000237.jpg,"[4608, 1024]","[5119, 1535]",2,9
5498,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ri,060cm,2018,20180827,19,m_4107114_nw_19_060_20180827,ri_060cm_2018_41071_m_4107114_nw_19_060_20180827_000238.jpg,"[4608, 1536]","[5119, 2047]",3,9
5499,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ri,060cm,2018,20180827,19,m_4107114_nw_19_060_20180827,ri_060cm_2018_41071_m_4107114_nw_19_060_20180827_000419.jpg,"[8192, 1024]","[8703, 1535]",2,16
5500,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180917,16,m_4308416_se_16_060_20180917,mi_060cm_2018_43084_m_4308416_se_16_060_20180917_000033.jpg,"[512, 3072]","[1023, 3583]",6,1
5501,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180917,16,m_4308416_se_16_060_20180917,mi_060cm_2018_43084_m_4308416_se_16_060_20180917_000055.jpg,"[1024, 1024]","[1535, 1535]",2,2
5502,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180917,16,m_4308416_se_16_060_20180917,mi_060cm_2018_43084_m_4308416_se_16_060_20180917_000115.jpg,"[2048, 5120]","[2559, 5631]",10,4
5503,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180917,16,m_4308416_se_16_060_20180917,mi_060cm_2018_43084_m_4308416_se_16_060_20180917_000201.jpg,"[3584, 9216]","[4095, 9727]",18,7
5504,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mi,060cm,2018,20180917,16,m_4308416_se_16_060_20180917,mi_060cm_2018_43084_m_4308416_se_16_060_20180917_000447.jpg,"[8704, 2048]","[9215, 2559]",4,17
5505,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000002.jpg,"[0, 512]","[511, 1023]",1,0
5506,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000012.jpg,"[0, 5632]","[511, 6143]",11,0
5507,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000013.jpg,"[0, 6144]","[511, 6655]",12,0
5508,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000054.jpg,"[1024, 2560]","[1535, 3071]",5,2
5509,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000064.jpg,"[1024, 7680]","[1535, 8191]",15,2
5510,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000078.jpg,"[1536, 2560]","[2047, 3071]",5,3
5511,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000127.jpg,"[2560, 3072]","[3071, 3583]",6,5
5512,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000148.jpg,"[3072, 1536]","[3583, 2047]",3,6
5513,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000203.jpg,"[4096, 5120]","[4607, 5631]",10,8
5514,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000287.jpg,"[5632, 11264]","[6143, 11775]",22,11
5515,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000290.jpg,"[6144, 512]","[6655, 1023]",1,12
5516,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ne,060cm,2018,20180702,14,m_4109739_sw_14_060_20180702,ne_060cm_2018_41097_m_4109739_sw_14_060_20180702_000291.jpg,"[6144, 1024]","[6655, 1535]",2,12
5517,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000027.jpg,"[512, 512]","[1023, 1023]",1,1
5518,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000029.jpg,"[512, 1536]","[1023, 2047]",3,1
5519,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000059.jpg,"[1024, 4096]","[1535, 4607]",8,2
5520,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000084.jpg,"[1536, 4096]","[2047, 4607]",8,3
5521,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000103.jpg,"[2048, 1024]","[2559, 1535]",2,4
5522,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000234.jpg,"[4608, 4096]","[5119, 4607]",8,9
5523,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000236.jpg,"[4608, 5120]","[5119, 5631]",10,9
5524,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000261.jpg,"[5120, 5120]","[5631, 5631]",10,10
5525,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000262.jpg,"[5120, 5632]","[5631, 6143]",11,10
5526,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000293.jpg,"[5632, 8704]","[6143, 9215]",17,11
5527,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000309.jpg,"[6144, 4096]","[6655, 4607]",8,12
5528,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000310.jpg,"[6144, 4608]","[6655, 5119]",9,12
5529,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000334.jpg,"[6656, 4096]","[7167, 4607]",8,13
5530,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000359.jpg,"[7168, 4096]","[7679, 4607]",8,14
5531,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,me,060cm,2018,20180720,19,m_4406810_se_19_060_20180720,me_060cm_2018_44068_m_4406810_se_19_060_20180720_000384.jpg,"[7680, 4096]","[8191, 4607]",8,15
5532,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190806,15,m_4309425_nw_15_060_20190806,mn_60cm_2019_43094_m_4309425_nw_15_060_20190806_000005.jpg,"[0, 2048]","[511, 2559]",4,0
5533,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190806,15,m_4309425_nw_15_060_20190806,mn_60cm_2019_43094_m_4309425_nw_15_060_20190806_000052.jpg,"[1024, 512]","[1535, 1023]",1,2
5534,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190806,15,m_4309425_nw_15_060_20190806,mn_60cm_2019_43094_m_4309425_nw_15_060_20190806_000203.jpg,"[4096, 1024]","[4607, 1535]",2,8
5535,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000010.jpg,"[0, 4608]","[511, 5119]",9,0
5536,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000016.jpg,"[0, 7680]","[511, 8191]",15,0
5537,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000033.jpg,"[512, 3584]","[1023, 4095]",7,1
5538,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000204.jpg,"[4096, 1536]","[4607, 2047]",3,8
5539,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000291.jpg,"[5632, 7680]","[6143, 8191]",15,11
5540,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000331.jpg,"[6656, 2560]","[7167, 3071]",5,13
5541,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000351.jpg,"[7168, 0]","[7679, 511]",0,14
5542,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000356.jpg,"[7168, 2560]","[7679, 3071]",5,14
5543,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000368.jpg,"[7168, 8704]","[7679, 9215]",17,14
5544,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000376.jpg,"[7680, 0]","[8191, 511]",0,15
5545,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000377.jpg,"[7680, 512]","[8191, 1023]",1,15
5546,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000389.jpg,"[7680, 6656]","[8191, 7167]",13,15
5547,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000401.jpg,"[8192, 0]","[8703, 511]",0,16
5548,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000456.jpg,"[9216, 2560]","[9727, 3071]",5,18
5549,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ma,060cm,2018,20181016,19,m_4207025_se_19_060_20181016,ma_060cm_2018_42070_m_4207025_se_19_060_20181016_000458.jpg,"[9216, 3584]","[9727, 4095]",7,18
5550,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000126.jpg,"[2560, 0]","[3071, 511]",0,5
5551,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000219.jpg,"[4096, 9216]","[4607, 9727]",18,8
5552,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000284.jpg,"[5632, 4096]","[6143, 4607]",8,11
5553,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000319.jpg,"[6144, 9216]","[6655, 9727]",18,12
5554,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000320.jpg,"[6144, 9728]","[6655, 10239]",19,12
5555,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000345.jpg,"[6656, 9728]","[7167, 10239]",19,13
5556,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000393.jpg,"[7680, 8704]","[8191, 9215]",17,15
5557,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000405.jpg,"[8192, 2048]","[8703, 2559]",4,16
5558,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000445.jpg,"[8704, 9728]","[9215, 10239]",19,17
5559,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000451.jpg,"[9216, 0]","[9727, 511]",0,18
5560,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,ca,060cm,2018,20180713,11,m_3511946_sw_11_060_20180713,ca_060cm_2018_35119_m_3511946_sw_11_060_20180713_000470.jpg,"[9216, 9728]","[9727, 10239]",19,18
5561,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20190825,17,m_4108242_se_17_060_20190825,oh_60cm_2019_41082_m_4108242_se_17_060_20190825_000015.jpg,"[0, 7168]","[511, 7679]",14,0
5562,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20190825,17,m_4108242_se_17_060_20190825,oh_60cm_2019_41082_m_4108242_se_17_060_20190825_000040.jpg,"[512, 7168]","[1023, 7679]",14,1
5563,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,oh,60cm,2019,20190825,17,m_4108242_se_17_060_20190825,oh_60cm_2019_41082_m_4108242_se_17_060_20190825_000209.jpg,"[4096, 4096]","[4607, 4607]",8,8
5564,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,co,60cm,2019,20190803,13,m_4010442_se_13_060_20190803,co_60cm_2019_40104_m_4010442_se_13_060_20190803_000276.jpg,"[5632, 5632]","[6143, 6143]",11,11
5565,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,co,60cm,2019,20190803,13,m_4010442_se_13_060_20190803,co_60cm_2019_40104_m_4010442_se_13_060_20190803_000396.jpg,"[8192, 5632]","[8703, 6143]",11,16
5566,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000185.jpg,"[3584, 4608]","[4095, 5119]",9,7
5567,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000257.jpg,"[5120, 3072]","[5631, 3583]",6,10
5568,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000258.jpg,"[5120, 3584]","[5631, 4095]",7,10
5569,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000260.jpg,"[5120, 4608]","[5631, 5119]",9,10
5570,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000261.jpg,"[5120, 5120]","[5631, 5631]",10,10
5571,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000283.jpg,"[5632, 3584]","[6143, 4095]",7,11
5572,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000286.jpg,"[5632, 5120]","[6143, 5631]",10,11
5573,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000307.jpg,"[6144, 3072]","[6655, 3583]",6,12
5574,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000308.jpg,"[6144, 3584]","[6655, 4095]",7,12
5575,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000357.jpg,"[7168, 3072]","[7679, 3583]",6,14
5576,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000382.jpg,"[7680, 3072]","[8191, 3583]",6,15
5577,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000383.jpg,"[7680, 3584]","[8191, 4095]",7,15
5578,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,mn,60cm,2019,20190808,15,m_4409534_ne_15_060_20190808,mn_60cm_2019_44095_m_4409534_ne_15_060_20190808_000409.jpg,"[8192, 4096]","[8703, 4607]",8,16
5579,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000116.jpg,"[2048, 5632]","[2559, 6143]",11,4
5580,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000137.jpg,"[2560, 3072]","[3071, 3583]",6,5
5581,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000141.jpg,"[2560, 5120]","[3071, 5631]",10,5
5582,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000160.jpg,"[3072, 1536]","[3583, 2047]",3,6
5583,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000236.jpg,"[4608, 512]","[5119, 1023]",1,9
5584,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000237.jpg,"[4608, 1024]","[5119, 1535]",2,9
5585,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000238.jpg,"[4608, 1536]","[5119, 2047]",3,9
5586,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000242.jpg,"[4608, 3584]","[5119, 4095]",7,9
5587,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000262.jpg,"[5120, 512]","[5631, 1023]",1,10
5588,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000263.jpg,"[5120, 1024]","[5631, 1535]",2,10
5589,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000329.jpg,"[6144, 8192]","[6655, 8703]",16,12
5590,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verification_set3,il,60cm,2019,20190809,16,m_4008920_sw_16_060_20190809,il_60cm_2019_40089_m_4008920_sw_16_060_20190809_000482.jpg,"[9216, 6656]","[9727, 7167]",13,18
